date,Revenue,COGS,total_quantity,avg_unit_price,total_discount,unique_items,order_count,unique_customers,unique_zips,orders_payment_apple_pay,orders_payment_bank_transfer,orders_payment_cod,orders_payment_credit_card,orders_payment_paypal,orders_device_desktop,orders_device_mobile,orders_device_tablet,orders_source_direct,orders_source_email_campaign,orders_source_organic_search,orders_source_paid_search,orders_source_referral,orders_source_social_media,orders_status_cancelled,orders_status_created,orders_status_delivered,orders_status_paid,orders_status_returned,orders_status_shipped,orders_region_Central,orders_region_East,orders_region_West,total_payment_value,avg_installments,total_shipping_fee,avg_delivery_days,return_quantity,refund_amount,returns_reason_changed_mind,returns_reason_defective,returns_reason_late_delivery,returns_reason_not_as_described,returns_reason_wrong_size,avg_rating,total_reviews,total_sessions,total_unique_visitors,total_page_views,avg_bounce_rate,avg_session_duration_sec,traffic_sessions_direct,traffic_sessions_email_campaign,traffic_sessions_organic_search,traffic_sessions_paid_search,traffic_sessions_referral,traffic_sessions_social_media,max_discount_value,has_stackable,avg_min_order_value,active_promos_count,promo_categories_covered,promo_type_percentage,promo_type_fixed,promo_channel_email,promo_channel_online,promo_channel_all_channels,promo_channel_in_store,promo_channel_social_media,total_stock_on_hand,total_units_received,avg_stockout_days,avg_days_of_supply,avg_fill_rate,avg_sell_through_rate,items_stockout,items_overstock,items_reorder,new_customers_count,new_cust_acq_direct,new_cust_acq_email_campaign,new_cust_acq_organic_search,new_cust_acq_paid_search,new_cust_acq_referral,new_cust_acq_social_media,new_cust_age_18-24,new_cust_age_25-34,new_cust_age_35-44,new_cust_age_45-54,new_cust_age_55+,new_cust_gen_Female,new_cust_gen_Male,new_cust_gen_Non-binary,avg_product_price,avg_product_cogs,unique_colors,unique_sizes,qty_category_Casual,qty_category_GenZ,qty_category_Outdoor,qty_category_Streetwear,qty_segment_Activewear,qty_segment_All-weather,qty_segment_Balanced,qty_segment_Everyday,qty_segment_Performance,qty_segment_Premium,qty_segment_Standard,qty_segment_Trendy
2018-07-23,6121614.15,4864263.18,1056,5983.711795,0,140,223,221,217,17,13,46,104,43,96,94,33,18,26,68,49,26,36,24,2,166,3,20,8,73,95,55,6121614.15,3.32735426,722.37,4.613402062,25,95339.17,2,1,3,0,4,4.270833333,48,27239,21660,112878,0.00548,254.1,0,0,0,27239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,37,5,6,11,6,4,5,2,11,10,8,6,15,20,2,5993.135507,4734.306788,10,4,83,95,195,683,177,77,179,267,217,24,20,95
2018-07-24,6821739.77,5344675.82,1137,5953.86616,0,156,238,236,228,25,16,36,124,37,107,93,38,23,16,67,50,23,59,15,2,198,3,15,5,80,104,54,6821739.77,3.306722689,1085.7,4.568807339,46,202942.55,6,3,1,5,2,4.153846154,52,30476,23773,162322,0.00486,172.7,0,0,0,0,0,30476,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,43,1,5,16,8,3,10,4,10,10,13,6,18,24,1,5951.681547,4702.12731,10,4,103,58,210,766,219,83,143,369,245,11,9,58
2018-07-25,7944998.65,6241710.94,1420,5825.057788,0,174,302,300,296,21,12,51,181,37,128,112,62,24,34,75,67,29,73,25,1,239,14,20,3,104,139,59,7944998.65,3.513245033,990.05,4.679389313,17,60993.4,2,0,0,2,3,3.738095238,42,34882,25462,165909,0.0047,234.9,0,0,34882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,30,2,4,9,1,7,7,3,10,9,4,4,7,20,3,5820.272595,4591.388127,10,4,78,79,242,1021,264,56,187,543,257,0,34,79
2018-07-26,6463508.32,5212368.25,1075,6173.061967,0,138,242,241,239,33,11,39,128,31,89,118,35,12,27,72,55,24,52,22,1,199,7,9,4,81,104,57,6463508.32,3.479338843,881.76,4.485849057,35,92620.99,1,4,1,2,4,3.854545455,55,31947,26072,140584,0.00349,182.6,0,31947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,33,2,2,11,9,3,6,5,7,12,7,2,18,15,0,6169.409737,4944.551923,10,4,70,64,117,824,115,70,149,441,218,2,16,64
2018-07-27,5162979.4,4110689.88,921,5985.901905,0,127,200,200,196,13,10,36,120,21,70,97,33,13,18,62,41,21,45,22,1,150,7,16,4,72,83,45,5162979.4,3.385,547.93,4.358823529,51,281938.1,0,4,2,7,9,3.72,50,28280,20923,151389,0.00559,153,0,0,0,28280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,35,1,4,9,5,4,12,5,13,7,2,8,20,15,0,5974.18701,4837.431765,10,4,74,106,142,599,146,53,141,291,157,17,10,106
2018-07-28,6313222.5,5068784.77,976,6519.875417,0,129,205,205,204,22,11,25,123,24,80,100,25,21,20,57,45,24,38,14,7,170,2,9,3,64,95,46,6313222.5,3.214634146,528.82,4.340659341,49,199483.01,4,3,3,2,5,3.934782609,46,25680,18188,124380,0.00562,253.1,0,25680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,43,1,4,18,8,1,11,10,8,15,6,4,22,17,4,6533.742441,5246.899092,10,4,29,59,122,766,103,29,165,362,203,19,36,59
2018-07-29,6597216.94,5284529.74,1134,5935.752629,0,143,240,239,234,18,15,33,137,37,91,116,33,26,22,56,46,22,68,19,2,191,5,19,4,74,119,47,6597216.94,3.229166667,772.98,4.574766355,37,164626.6,1,5,1,3,9,3.936170213,47,27643,19432,122643,0.0037,288.8,0,0,27643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,38,1,8,13,5,4,7,4,9,7,11,7,24,13,1,5936.822383,4762.233674,10,4,36,72,220,806,181,36,184,358,238,39,26,72
2018-07-30,7314460.76,5725898.93,1263,5936.350569,0,157,264,264,261,21,19,37,152,35,99,118,47,19,33,66,54,29,63,23,4,212,6,13,6,95,116,53,7314460.76,3.375,793.89,4.376623377,34,191006.6,0,2,5,3,5,3.933333333,45,31131,22315,112726,0.00322,298.1,0,31131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114737,17953,1.305454545,633.6807273,0.956485273,0.190359818,359,381,0,37,2,3,16,8,4,4,8,13,6,6,4,11,24,2,5935.380751,4665.617082,10,4,93,64,228,878,210,93,185,436,232,18,25,64
2018-07-31,12496367.04,9909115.53,2088,5906.544685,0,219,441,440,426,39,22,75,246,59,176,194,71,35,66,143,86,32,79,56,3,345,9,21,7,138,206,97,12496367.04,3.43537415,1731.97,4.501340483,42,161277.61,7,1,2,0,5,3.78,50,27391,20528,142951,0.00466,165.5,0,0,0,27391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,32,5,3,10,6,4,4,4,12,13,2,1,15,17,0,5895.51833,4650.768514,10,4,125,128,408,1427,371,113,310,644,435,49,38,128
2018-08-01,13786351.91,10884999.4,2212,6160.071204,0,203,462,458,450,40,27,78,232,85,197,201,64,38,59,123,113,37,92,36,2,380,6,25,13,142,227,93,13786351.91,3.32034632,1500.23,4.476076555,28,89875.69,3,3,0,1,3,4.229166667,48,34337,26084,135710,0.00479,204.2,0,0,34337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,31,3,2,12,7,1,6,2,10,5,8,6,17,9,5,6147.294875,4851.78907,10,4,126,105,345,1636,286,110,396,656,550,75,34,105
2018-08-02,10106943.25,7999614.76,1822,5826.871144,0,201,368,364,359,34,19,51,205,59,119,188,61,23,41,110,87,36,71,35,2,307,6,13,5,121,162,85,10106943.25,3.279891304,1106.67,4.587692308,39,134541.56,1,4,2,2,5,4.225,40,32655,26106,143131,0.00382,196.8,0,32655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,36,2,7,5,10,1,11,3,9,13,7,4,13,22,1,5825.122768,4595.394579,10,4,70,171,382,1199,388,63,251,587,322,1,39,171
2018-08-03,9026931.62,7058116.81,1433,6243.190064,0,176,290,290,285,30,21,37,161,41,118,131,41,30,33,78,66,32,51,26,5,235,3,15,6,87,137,66,9026931.62,3.493103448,941.66,4.3359375,24,106104.24,2,1,2,0,4,3.80952381,42,29494,21206,126311,0.00477,285.2,0,0,0,29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,34,2,3,9,9,3,8,8,6,10,2,8,21,13,0,6237.696562,4833.234529,10,4,75,150,265,943,257,61,224,466,224,22,29,150
2018-08-04,6859151.1,5490125.8,1204,5685.551074,0,158,253,251,250,23,11,36,140,43,98,122,33,23,25,84,43,25,53,22,4,191,9,19,8,86,113,54,6859151.1,3.399209486,890.53,4.486238532,22,124492.64,2,2,0,3,2,3.948717949,39,30114,22002,110771,0.00475,122.8,30114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,24,4,1,7,6,1,5,2,4,7,7,4,9,15,0,5685.457461,4529.796214,10,4,66,155,190,793,167,63,131,440,216,26,6,155
2018-08-05,3117800.12,2491453.39,507,6271.178983,0,91,113,113,112,18,2,18,62,13,46,46,21,12,11,29,27,6,28,12,1,88,3,7,2,36,45,32,3117800.12,3.637168142,395.6,4.587628866,51,237271.78,2,6,2,3,7,3.888888889,36,32477,26417,177486,0.00379,278.5,0,0,32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,35,3,6,12,5,4,5,1,11,13,3,7,20,11,4,6268.840488,4930.466806,10,4,19,110,72,306,54,19,134,86,79,18,7,110
2018-08-06,3924563.55,3048117.59,641,6088.632687,0,96,130,129,128,14,6,24,66,20,57,51,22,8,16,46,24,13,23,10,0,109,3,6,2,50,43,37,3924563.55,3.123076923,348.14,4.41025641,52,219330.78,2,3,2,4,8,3.804347826,46,39013,30452,180333,0.00376,106.6,39013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,45,6,5,12,10,4,8,4,12,13,9,7,20,23,2,6090.359984,4784.299328,10,4,32,84,83,442,78,32,100,242,88,5,12,84
2018-08-07,4212970.63,3334965.62,748,5919.998323,0,116,153,152,151,16,5,21,79,32,67,67,19,12,19,38,39,15,30,20,0,121,1,8,3,46,65,42,4212970.63,3.31372549,533.25,4.416666667,60,192310.97,5,3,4,2,9,4.02173913,46,32519,25917,106275,0.0043,210.1,0,0,32519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,30,5,5,7,3,2,8,6,11,6,3,4,9,19,2,5923.036278,4655.19016,10,4,53,62,184,449,179,48,101,217,131,10,0,62
2018-08-08,4647118.76,3610702.93,795,5818.572529,0,117,156,155,153,11,10,26,88,21,60,79,17,14,17,43,39,20,23,14,3,125,1,12,1,50,69,37,4647118.76,3.461538462,440.67,4.52173913,26,114966.77,5,1,0,3,4,3.836734694,49,29424,23086,100598,0.00455,279.9,0,0,0,29424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,38,5,4,15,7,4,3,3,18,4,8,5,20,18,0,5821.56789,4483.388732,10,4,20,72,185,518,159,20,104,250,155,26,9,72
2018-08-09,4946125.63,3977801.47,781,6498.716145,0,120,170,170,168,16,13,26,91,24,68,74,28,12,18,56,44,11,29,16,1,142,3,6,2,59,70,41,4946125.63,3.623529412,522.1,4.786666667,33,142345.53,2,3,0,3,5,4.296296296,27,31580,23104,172112,0.00558,201.3,0,31580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,37,7,3,14,6,3,4,6,12,8,6,5,16,18,3,6493.26783,5199.541383,10,4,33,79,117,552,109,33,145,264,135,8,8,79
2018-08-10,3705554.89,2859379.41,636,5672.798662,0,104,134,133,130,8,8,15,83,20,58,58,18,8,8,36,37,13,32,13,2,109,1,6,3,46,50,38,3705554.89,3.649253731,588.53,4.423728814,44,260080.32,4,0,2,5,6,3.914285714,35,33078,25094,169398,0.00469,255.2,0,0,0,33078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,38,1,6,16,6,0,9,4,10,9,10,5,18,19,1,5665.997642,4314.301538,10,4,20,56,150,410,110,20,77,188,131,40,14,56
2018-08-11,4591065.72,3598807.89,728,6261.360065,0,102,148,148,147,17,12,24,75,20,50,79,19,10,14,35,35,20,34,24,2,113,1,5,3,42,71,35,4591065.72,3.614864865,357.29,4.388429752,31,115112.01,2,2,1,2,5,4.05,40,31058,21892,149625,0.00441,111.7,31058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,32,1,1,13,5,3,9,6,7,11,4,4,19,13,0,6250.358631,4946.490776,10,4,56,94,90,488,74,45,139,258,84,27,7,94
2018-08-12,4030885.81,3179458.32,677,6231.370733,0,114,138,138,135,18,9,18,81,12,55,66,17,6,18,45,24,14,31,10,3,113,1,8,3,48,61,29,4030885.81,3.492753623,398.17,4.572580645,52,209691.08,4,1,1,4,5,3.943396226,53,26034,19446,140718,0.00401,144.7,26034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,36,1,3,14,4,2,12,4,8,11,8,5,15,17,4,6214.807868,4989.501729,10,4,13,59,194,411,191,5,102,217,84,11,8,59
2018-08-13,4244815.28,3284829.91,708,6026.020843,0,110,156,155,152,16,8,20,87,25,67,67,22,11,19,45,39,18,24,14,0,133,2,6,1,46,78,32,4244815.28,3.608974359,641.58,4.707142857,41,182690.89,3,3,3,3,6,3.651162791,43,30743,22138,144336,0.00428,275.2,0,0,0,30743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,44,3,11,11,3,5,11,5,14,13,7,5,25,18,1,6011.363365,4634.715914,10,4,46,78,117,467,114,39,108,261,76,10,22,78
2018-08-14,6041631.13,4766947.5,892,6574.779235,0,121,184,184,184,18,12,24,105,25,74,84,26,16,30,41,41,22,34,12,0,151,4,17,0,61,80,43,6041631.13,3.635869565,583.79,4.547619048,43,225994.68,1,3,0,5,5,3.854166667,48,30362,22819,153338,0.00427,187.6,0,0,0,0,0,30362,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,27,4,3,9,5,2,4,2,10,6,4,5,9,16,2,6598.801075,5221.073985,10,4,27,64,139,662,139,20,215,296,135,7,16,64
2018-08-15,6058071.07,4807626.36,1035,5845.530938,0,139,210,209,201,23,11,33,115,28,81,94,35,18,21,68,41,20,42,19,1,161,7,18,4,71,89,50,6058071.07,3.528571429,679.35,4.540983607,47,212070.4,4,6,0,2,7,4.027027027,37,32052,23837,162434,0.00402,177.5,0,0,32052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,41,4,2,15,9,4,7,7,14,11,6,3,24,17,0,5842.47758,4668.96384,10,4,28,84,265,658,264,20,186,303,159,9,10,84
2018-08-16,5333680.81,4015767.27,926,6082.635149,0,127,191,191,188,18,10,30,113,20,74,89,28,11,27,58,42,21,32,18,0,154,4,13,2,62,86,43,5333680.81,3.439790576,660.92,4.597633136,57,300704.95,5,3,0,5,5,4.176470588,34,27297,19987,138459,0.00402,233.4,0,0,0,0,27297,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,39,0,4,13,8,5,9,5,10,10,10,4,20,18,1,6092.168294,4608.740875,10,4,25,112,204,585,170,25,169,251,149,34,16,112
2018-08-17,4314679.61,3455461.38,716,6205.236258,0,106,148,148,144,15,7,22,81,23,69,54,25,6,16,44,34,16,32,15,0,125,1,5,2,40,78,30,4314679.61,3.628378378,432.72,4.318181818,48,236461.58,5,4,1,5,7,3.941176471,34,31433,23332,161030,0.00496,226.4,0,0,0,0,0,31433,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,44,3,5,12,10,2,12,6,12,11,11,4,16,27,1,6208.711471,5001.89143,10,4,23,54,142,497,116,23,109,250,128,26,10,54
2018-08-18,4960825.43,3902500.12,785,6386.085198,0,125,164,163,162,14,12,22,88,28,66,73,25,10,17,48,34,10,45,23,1,128,2,9,1,55,73,36,4960825.43,3.493902439,472.7,4.471014493,61,305451.67,7,1,2,6,4,4,39,33012,23808,111264,0.0037,239.7,0,0,0,0,33012,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,42,0,7,16,4,5,10,4,15,12,9,2,16,25,1,6403.726857,4986.280406,10,4,36,53,215,481,182,36,112,237,111,33,21,53
2018-08-19,4978431.53,3847035.88,780,6518.014213,0,111,170,168,164,16,10,21,91,32,66,82,22,20,15,52,32,20,31,11,3,135,0,16,5,55,83,32,4978431.53,3.9,621.26,4.666666667,19,96255.68,0,2,0,2,5,3.725,40,39488,31318,132972,0.0046,133.1,0,0,39488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,34,1,6,6,4,9,8,3,13,11,6,1,18,16,0,6507.552377,5057.555964,10,4,10,85,153,532,138,10,177,234,105,15,16,85
2018-08-20,4896843.63,3837284.3,801,6061.487903,0,135,173,173,170,12,12,34,94,21,76,66,31,17,24,53,41,9,29,13,2,144,5,8,1,49,83,41,4896843.63,3.202312139,683.7,4.679738562,29,179291.19,3,1,1,2,7,3.684210526,38,38268,28430,207495,0.00434,181,0,0,0,38268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,35,1,7,5,8,7,7,9,4,14,6,2,17,17,1,6063.143938,4747.001593,10,4,30,66,215,490,206,26,153,239,87,13,11,66
2018-08-21,5971341.33,4692653.97,932,6424.582952,0,140,206,205,204,15,14,32,121,24,71,106,29,17,29,69,36,18,37,25,4,156,7,9,5,74,96,36,5971341.33,3.359223301,554.8,4.382352941,40,211153.09,1,5,1,5,6,3.891891892,37,34313,25553,133424,0.00518,121.3,0,34313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,50,5,6,16,14,3,6,7,15,14,11,3,29,19,2,6413.926033,5027.696135,10,4,48,78,162,644,150,42,157,265,211,18,11,78
2018-08-22,7086185.79,5662221.43,1086,6432.096751,0,145,224,222,217,21,8,36,125,34,96,94,34,11,27,67,46,26,47,21,2,185,1,12,3,84,90,50,7086185.79,3.495535714,617.54,4.425,38,186774.62,3,4,0,2,6,4.24137931,29,32336,25361,165802,0.00376,123.9,0,32336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,38,2,6,8,6,7,9,7,8,11,5,7,22,15,1,6434.341974,5150.544016,10,4,48,91,232,715,216,48,237,313,162,16,3,91
2018-08-23,5392520.44,4260217.92,813,6527.804915,0,122,167,166,163,14,11,22,90,30,71,79,17,14,14,41,49,16,33,11,2,141,1,11,1,54,74,39,5392520.44,3.323353293,613.05,4.705882353,31,122395.76,2,3,0,1,5,3.842105263,38,35869,27145,119929,0.00565,259.7,0,0,0,35869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,38,2,3,12,8,3,10,1,8,13,10,6,14,24,0,6519.32578,5217.343017,10,4,30,87,153,543,136,30,156,231,136,17,20,87
2018-08-24,3329330.38,2630754.1,577,5820.54656,0,91,120,120,118,18,5,26,57,14,48,55,17,11,8,37,30,9,25,12,0,97,3,7,1,41,54,25,3329330.38,3.2,346.19,4.695238095,53,221953.87,3,1,1,4,4,4.264705882,34,36561,29845,129066,0.00576,118.8,0,0,36561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,40,2,4,15,5,8,6,4,11,5,15,5,18,18,4,5818.551765,4604.974846,10,4,27,48,133,369,122,27,97,171,93,11,8,48
2018-08-25,4716376.41,3836954.01,715,6380.383092,0,114,141,139,137,11,7,32,67,24,50,66,25,13,16,36,39,13,24,18,0,107,5,10,1,40,69,32,4716376.41,2.773049645,394.6,4.457627119,37,219768.93,6,2,0,2,5,4.096774194,31,32544,25889,127834,0.00347,294.7,0,0,32544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,41,1,3,13,6,7,11,6,15,7,8,5,17,23,1,6386.751141,5133.02591,10,4,50,42,160,463,142,45,119,219,113,23,12,42
2018-08-26,4717920.92,3744613.34,749,6409.959578,0,112,155,154,153,14,9,21,85,26,67,65,23,12,20,48,27,13,35,14,1,134,2,2,2,42,80,33,4717920.92,3.490322581,407.92,4.31884058,30,152637.27,1,3,1,1,6,4.161290323,31,31686,25282,144816,0.00576,237.8,31686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,20,1,1,8,4,1,5,3,7,4,5,1,9,9,2,6416.537909,5083.4799,10,4,55,62,137,495,130,55,138,228,121,7,8,62
2018-08-27,6151109.31,4800826.49,904,6923.789303,0,121,187,185,181,22,10,21,106,28,62,89,36,21,21,51,40,19,35,14,0,156,6,9,2,54,79,54,6151109.31,3.315508021,469.14,4.538922156,36,206515.38,0,0,2,4,5,3.952380952,42,34463,25911,179758,0.0032,189.9,0,0,0,34463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,40,3,9,14,6,2,6,5,12,14,7,2,19,19,2,6923.814896,5425.671069,10,4,61,60,217,566,207,55,249,221,73,16,23,60
2018-08-28,12207075.48,9954369.46,1906,6456.481496,0,198,384,381,371,33,21,56,219,55,153,172,59,30,34,108,88,45,79,32,7,317,3,16,9,133,162,89,12207075.48,3.583333333,1222.9,4.587719298,51,256611.08,2,4,1,7,6,4.054054054,37,33919,27739,133606,0.00453,117.2,33919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,47,7,7,16,4,1,12,4,15,9,11,8,22,22,3,6467.021966,5247.335749,10,4,90,129,502,1185,470,74,398,533,235,48,19,129
2018-08-29,10330752.34,8329694.93,1647,6306.617311,0,200,359,357,352,36,16,49,203,55,142,164,53,31,35,105,68,39,81,38,3,282,12,19,5,102,170,87,10330752.34,3.693593315,984.2,4.454248366,30,139006.92,3,4,0,1,1,4.046511628,43,37620,28926,122447,0.00356,105.2,0,0,0,37620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,35,2,2,10,8,4,9,7,9,11,3,5,15,20,0,6319.400499,5094.15815,10,4,107,131,371,1038,318,107,313,456,228,53,41,131
2018-08-30,10819458.93,8497693.47,1743,6149.581451,60476.41,195,350,347,342,31,20,46,201,52,144,156,50,28,47,121,55,35,64,29,2,283,6,23,7,103,176,71,10758982.52,3.431428571,1251.21,4.623003195,25,171501.17,3,0,1,3,6,4,42,30458,21439,158311,0.0054,184.2,0,0,0,30458,0,0,10,0,0,1,0,1,0,1,0,0,0,0,112892,12519,1.173745174,664.9247104,0.960874131,0.160261197,350,386,0,33,3,2,11,4,6,7,3,7,12,9,2,20,13,0,6183.156561,4880.675158,10,4,115,111,427,1090,408,103,279,532,259,31,20,111
2018-08-31,9769233.6,7975907.3,1496,6450.594438,120434.57,175,306,305,298,32,10,49,170,45,132,125,49,28,39,81,59,37,62,30,2,247,6,11,10,85,155,66,9648799.03,3.104575163,1001.05,4.361940299,22,108650.79,1,3,1,2,3,3.695652174,23,33256,25137,154605,0.00453,175.4,0,0,33256,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,114103,11016,1.06779661,600.8015066,0.964406215,0.152844821,354,408,0,43,7,5,14,7,4,6,7,11,14,7,4,24,19,0,6533.740747,5237.078644,10,4,42,97,337,1020,274,42,236,507,246,63,31,97
2018-09-01,8834290.53,7236711.56,1429,6095.82239,235121.49,181,300,299,291,24,17,47,175,37,123,134,43,17,30,83,74,32,64,30,2,244,5,14,5,79,128,93,8599169.04,3.76,1006.07,4.269961977,15,107884.65,3,0,0,1,1,3.857142857,35,21853,17413,85618,0.00487,147.4,0,0,21853,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,114103,11016,1.06779661,600.8015066,0.964406215,0.152844821,354,408,0,29,3,4,9,3,4,6,2,8,10,5,4,14,14,1,6265.722944,5028.53017,10,4,68,114,314,933,281,66,265,426,221,35,21,114
2018-09-02,2926208.13,2475973.31,546,5706.149219,271578.81,96,121,119,115,16,4,16,66,19,54,46,21,13,17,33,21,11,26,12,0,95,1,9,4,32,52,37,2654629.32,3.41322314,566.36,4.657407407,24,171613.05,1,2,0,1,2,3.6875,32,26234,21116,100063,0.00425,103.8,0,26234,0,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,114103,11016,1.06779661,600.8015066,0.964406215,0.152844821,354,408,0,31,6,3,8,7,2,5,8,6,8,4,5,14,14,3,6305.815309,4850.123487,10,4,41,54,127,324,128,37,108,98,105,3,13,54
2018-09-03,3730127.97,3250956.11,603,6031.13229,373012.77,98,125,124,122,10,5,21,70,19,48,56,21,13,16,30,31,10,25,12,1,100,3,5,4,31,62,32,3357115.2,3.312,376.83,4.357798165,32,220730.33,0,2,1,1,5,3.977777778,45,23328,16937,101305,0.00398,279.5,0,0,23328,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,114103,11016,1.06779661,600.8015066,0.964406215,0.152844821,354,408,0,33,0,5,12,10,1,5,7,7,11,5,3,19,12,2,6693.08801,5235.59018,10,4,27,50,133,393,124,17,134,164,68,19,27,50
2018-09-04,2895558.56,2566039.59,436,6346.629785,289555.87,69,89,89,89,7,9,11,47,15,35,41,13,6,11,21,23,13,15,10,3,69,3,3,1,31,35,23,2606002.69,3.595505618,299.51,4.342465753,30,255239.24,3,2,1,2,3,4.189189189,37,20499,15360,107914,0.00526,287.4,0,0,0,0,0,20499,10,0,0,1,0,1,0,1,0,0,0,0,114103,11016,1.06779661,600.8015066,0.964406215,0.152844821,354,408,0,39,2,4,12,9,2,10,4,10,8,12,5,20,18,1,7056.242356,5578.202252,10,4,16,41,69,310,73,8,104,164,35,4,7,41
